1,一楼,牛肉面
2,一楼,掉渣饼
3,二楼,胡辣汤
4,二楼,藤椒烤鱼
5,二楼,麻辣烤鱼
6,二楼,菌香烤鱼
7,二楼,藤椒鸡块
8,二楼,麻辣鸡块
9,二楼,清汤面
10,二楼,酥肉面
11,二楼,小馄饨
12,二楼,猪肉芹菜饺子
13,二楼,韭菜鸡蛋饺子
14,二楼,拌肉饭
15,二楼,麻辣烫
16,一楼,鸡汤油饼
